sample_id,filename,direction,ssim,psnr,mse,mae,rmse
ct_032,chaos_ct_IMG-0010-00169_slice_000,CT->MRI->CT,0.9116578877335596,29.103021199564978,0.0012294132234613266,0.018876012414693832,0.03506298936858246
ct_033,chaos_ct_IMG-0011-00041_slice_000,CT->MRI->CT,0.794275954920113,29.65389507429829,0.0010829552039683318,0.020012663677334785,0.032908284731482614
ct_034,chaos_ct_IMG-0001-00167_slice_000,CT->MRI->CT,0.886997680804491,27.758229335946986,0.0016756259069957763,0.025192048400640488,0.040934409816140944
ct_035,chaos_ct_IMG-0010-00175_slice_000,CT->MRI->CT,0.9129677065812349,29.226652395591994,0.0011949088024875336,0.01634073629975319,0.034567452936071726
ct_036,chaos_ct_IMG-0008-00079_slice_000,CT->MRI->CT,0.8831091154341548,28.666624510241174,0.0013593695860460737,0.02339458093047142,0.03686962958921711
ct_037,chaos_ct_IMG-0011-00164_slice_000,CT->MRI->CT,0.8034517876741588,25.16432403117992,0.003044861878502825,0.033045694231987,0.055180267111557414
ct_038,chaos_ct_IMG-0003-00267_slice_000,CT->MRI->CT,0.8833454459926486,29.37236608897695,0.001155482549777266,0.01818927936255932,0.03399238958615981
ct_039,chaos_ct_IMG-0011-00237_slice_000,CT->MRI->CT,0.7478308019929696,18.968685918326585,0.01268035488076724,0.09034644067287445,0.11260708184109576
ct_040,chaos_ct_IMG-0010-00008_slice_000,CT->MRI->CT,0.8941190442056656,27.474230993186815,0.0017888622555534651,0.026291172951459885,0.04229494361686117
ct_041,chaos_ct_IMG-0005-00050_slice_000,CT->MRI->CT,0.8144641355347298,28.97732383860509,0.0012655159294749343,0.019818060100078583,0.03557409070482244
ct_042,chaos_ct_IMG-0001-00154_slice_000,CT->MRI->CT,0.8912265884327889,28.481050997041237,0.0014187141498826048,0.02159915864467621,0.03766582203911929
ct_043,chaos_ct_IMG-0004-00089_slice_000,CT->MRI->CT,0.8951447126157284,29.76439381738149,0.0010557488529911137,0.018805699422955513,0.03249228913128642
ct_044,chaos_ct_IMG-0006-00152_slice_000,CT->MRI->CT,0.9035521559571326,28.99299427231743,0.0012609578590038976,0.017830315977334976,0.03550996844554917
ct_045,chaos_ct_IMG-0002-00088_slice_000,CT->MRI->CT,0.8416715370195582,27.15427598364696,0.0019256280415543762,0.029075399041175842,0.04388197855104503
ct_046,chaos_ct_IMG-0006-00230_slice_000,CT->MRI->CT,0.9030431869757325,28.603379500509156,0.0013793105243342036,0.018441861495375633,0.03713907005209209
ct_047,chaos_ct_DICOM_anon_slice_013,CT->MRI->CT,0.7867632609387786,26.567106309374676,0.0022043947552090877,0.03119911439716816,0.04695098247331027
ct_048,chaos_ct_IMG-0011-00046_slice_000,CT->MRI->CT,0.7977535342313349,29.96709519328124,0.0010076053868934105,0.01985166221857071,0.03174280055214742
ct_049,chaos_ct_IMG-0011-00036_slice_000,CT->MRI->CT,0.7917488130525202,29.418816394744482,0.0011431898517921882,0.019887536764144897,0.03381109066256497
ct_050,chaos_ct_IMG-0003-00253_slice_000,CT->MRI->CT,0.8907167104545831,28.388127448000464,0.001449396656688813,0.022885769605636597,0.03807094241923639
ct_051,chaos_ct_IMG-0007-00182_slice_000,CT->MRI->CT,0.8939131877346411,26.484866405244297,0.0022465358813590014,0.027844179421663284,0.04739763582035502
ct_052,chaos_ct_IMG-0011-00209_slice_000,CT->MRI->CT,0.834252928214781,27.14793689408539,0.0019284407969800544,0.025907287374138832,0.04391401595140274
ct_053,chaos_ct_IMG-0002-00172_slice_000,CT->MRI->CT,0.8600043524523825,29.37979388324441,0.0011535080021696747,0.020816370844841003,0.03396333320169966
ct_054,chaos_ct_IMG-0007-00211_slice_000,CT->MRI->CT,0.9023395423484146,27.604543250343205,0.0017359838275496967,0.022043142467737198,0.04166513923593316
ct_055,chaos_ct_IMG-0001-00133_slice_000,CT->MRI->CT,0.892857076723218,28.601668073895343,0.0013798541770902915,0.018627431243658066,0.03714638847977406
ct_056,chaos_ct_IMG-0009-00198_slice_000,CT->MRI->CT,0.9103752603886127,29.746967866973666,0.0010599935272691697,0.01806923933327198,0.03255754178787412
ct_057,chaos_ct_IMG-0004-00109_slice_000,CT->MRI->CT,0.8806795256213695,29.232987545649536,0.0011931670331679365,0.021615242585539818,0.03454224997257614
ct_058,chaos_ct_IMG-0009-00254_slice_000,CT->MRI->CT,0.9063484589779973,30.85336778488047,0.0008216052798955078,0.015652626752853394,0.028663657824770164
ct_059,chaos_ct_IMG-0009-00131_slice_000,CT->MRI->CT,0.903411909531612,26.825752908364862,0.0020769436280230046,0.01939978636801243,0.04557349699137652
ct_060,chaos_ct_IMG-0002-00255_slice_000,CT->MRI->CT,0.8405928294454664,29.074562265500834,0.0012374959134531754,0.022181924432516098,0.03517806011498041
ct_061,chaos_ct_IMG-0005-00188_slice_000,CT->MRI->CT,0.9109496322075427,31.344905980727024,0.0007336845975917977,0.01576451025903225,0.027086612885183665
ct_062,chaos_ct_IMG-0011-00212_slice_000,CT->MRI->CT,0.827062932988666,26.911642873223354,0.0020362716398765516,0.026887232437729836,0.04512506664678238
ct_063,chaos_ct_IMG-0002-00102_slice_000,CT->MRI->CT,0.8449901625440269,28.033366812493192,0.0015727631272109085,0.021243242546916008,0.03965807770443379
ct_064,chaos_ct_IMG-0008-00089_slice_000,CT->MRI->CT,0.8910509840914012,28.547619225919277,0.0013971340509561698,0.020380079746246338,0.03737825639266992
ct_065,chaos_ct_IMG-0012-00041_slice_000,CT->MRI->CT,0.87503694445014,24.850733720840076,0.0032728539682362343,0.03596546873450279,0.05720886267210907
ct_066,chaos_ct_IMG-0008-00052_slice_000,CT->MRI->CT,0.8768726586831213,28.939880995498015,0.0012764737860105257,0.02325502783060074,0.03572777331447519
